Text,Question
She had a relation a niece I believe living  with her a deaf and dumb girl of fifteen or perhaps not more than  fourteen,0
What city does McCarren Airport serve,1
I decided to ask you Rodya to urge you not to fail to be with us at  this interview said Dounia,0
Perhaps youd better not  believe my word perhaps youd better never believe it altogether--Im  made that way I confess it,0
Then,0
It was twenty-five roubles,0
I charmed the old lady by  depositing a sum of money with her to provide for the three children of  Katerina Ivanovna and subscribing to the institution as well,0
He knew that the  flat had been occupied by a German clerk in the civil service and his  family,0
What?,1
Both were going down,0
Why shouldnt it be the place?,1
What are the ingredients of Coca-Cola,1
What software offers inventors use of CAD-like design,1
There must be  something wrong,0
Since yesterday muttered Raskolnikov in reply,0
What!,0
The room was immediately crowded yet Nastasya managed  to follow the visitors in and stayed to listen,0
A plain deal table covered by a  blue cloth stood against the same wall close to the door into the other  flat,0
Imagine the state of things!,0
Rodion Romanovitch,0
Who is the director and editor of the movie Big starring Tom Hanks,1
Somewhat too  much earnestness began to appear in his words and looks,0
Why did several San Diego schools remove apples from students menus,1
But Raskolnikov had become superstitious of late,0
What is `` the bear of beers,1
But no sooner had he put it on than he pulled it off again in loathing  and horror,0
Who wrote the song  `` Silent Night,1
What is the approximate population of Las Vegas  NM,1
How long would it take to get from Earth to Mars,1
Who manufactures the software  `` PhotoShop,1
How is the new Ford Econoline van F25 V1 engine,1
She  cried out but very faintly and suddenly sank all of a heap on the  floor raising her hands to her head,0
That had long been settled: Fling them into the canal and all traces  hidden in the water the thing would be at an end,0
Oh the mean wretches!,0
The revolver and the notebook lay beside him,0
What song served as the closing theme of The Johnny Cash Show,1
Razumihin cried in ecstasy let us go!,0
As for my  division of people into ordinary and extraordinary I acknowledge that  its somewhat arbitrary but I dont insist upon exact numbers,0
Razumihin was delighted,0
He pounced upon Raskolnikov as  greedily as though he too had not spoken to a soul for a month,0
I have  tried it,0
Do you see?,1
Police police!,0
I shall have to pull a long face with him too he thought with a  beating heart and he turned white and do it naturally too,0
What is a pyrotechnic display,1
What does the River Seine empty into,1
I bet you never  thought of that,0
Raskolnikov dropped his right elbow on the table leaned his chin in the  fingers of his right hand and stared intently at Svidrigaïlov,0
How do birds find their way back to the same place every year,1
He sat on the sofa with his elbows on his knees and his face hidden in  his hands,0
All this flashed like lightning through his mind,0
In the street the heat was insufferable again; not a drop of rain had  fallen all those days,0
What is Toulmin logic,1
I could kill that damned  old woman and make off with her money I assure you without the  faintest conscience-prick the student added with warmth,0
Maybe Nikolay is right in wanting to suffer,0
And what if she is your landlady?,1
What should I be without God?,1
I  will put those two little ones and Polenka into some good orphan asylum  and I will settle fifteen hundred roubles to be paid to each on coming  of age so that Sofya Semyonovna need have no anxiety about them,0
She shall answer for it,0
And would _she_ stand that test?,1
To return  to Nikolay would you like to know what sort of a type he is how I  understand him that is?,1
I say Mr,0
When is Dick Clark s birthday,1
You are as they say not  without connections,0
*** START: FULL LICENSE ***    THE FULL PROJECT GUTENBERG LICENSE  PLEASE READ THIS BEFORE YOU DISTRIBUTE OR USE THIS WORK    To protect the Project Gutenberg-tm mission of promoting the free  distribution of electronic works by using or distributing this work  (or any other work associated in any way with the phrase Project  Gutenberg) you agree to comply with all the terms of the Full Project  Gutenberg-tm License (available with this file or online at  http://gutenbergorg/license),0
What film canine is buried in Pere-Lachaise cemetery in Paris,1
After Nikolays  confession on that very day had come the scene with Sonia; his  behaviour and his last words had been utterly unlike anything he  could have imagined beforehand; he had grown feebler instantly and  fundamentally!,0
And the more I drink the more I feel it,0
But what can I tell you?,1
Glancing out of the corner of his eye into a shop he saw by a clock on  the wall that it was ten minutes past seven,0
Yes he was fond of drink he was fond of it he did drink!,0
Raskolnikov gave her what came first--fifteen copecks,0
Who is the curly-headed one who has just peeped  out?,1
If I must drink the cup what difference does it  make?,1
And seizing Dounia by the arm so that he almost dislocated it he made  her bend down to see that he is all right again,0
And it comes in the end  to their reducing everything to the building of walls and the planning  of rooms and passages in a phalanstery!,0
Raskolnikov saw clearly that this was a man with a firm purpose in his  mind and able to keep it to himself,0
I rarely lie answered Svidrigaïlov thoughtfully apparently not  noticing the rudeness of the question,0
Yes on my word!,0
Razumihin thought a minute,0
And what do you  think?,1
And how was that?,1
His  intentions were unmistakable,0
I will let Zossimov know at the same time  though he ought to have been here long ago for it is nearly twelve,0
